"Reference","Qty","Value","DNP","Exclude from BOM","Exclude from Board","Footprint","Datasheet"
"LED45,LED33,LED21,LED57,LED69,LED10,LED9,LED22,LED34,LED46,LED58,LED70,LED82,LED94,LED111,LED99,LED87,LED75,LED63,LED51,LED39,LED27,LED15,LED3,LED134,LED122,LED110,LED98,LED86,LED74,LED62,LED50,LED38,LED26,LED14,LED2,LED133,LED121,LED109,LED97,LED85,LED73,LED61,LED49,LED37,LED25,LED13,LED136,LED5,LED17,LED29,LED41,LED53,LED65,LED77,LED89,LED101,LED113,LED125,LED137,LED131,LED107,LED95,LED83,LED71,LED59,LED47,LED35,LED23,LED11,LED142,LED130,LED118,LED106,LED119,LED6,LED18,LED30,LED42,LED54,LED66,LED78,LED148,LED147,LED48,LED36,LED24,LED12,LED72,LED84,LED96,LED108,LED120,LED132,LED144,LED143,LED90,LED102,LED81,LED93,LED114,LED105,LED117,LED129,LED141,LED8,LED20,LED32,LED44,LED56,LED68,LED80,LED92,LED104,LED116,LED145,LED146,LED126,LED138,LED7,LED19,LED31,LED43,LED60,LED55,LED67,LED79,LED91,LED103,LED115,LED127,LED139,LED128,LED140,LED124,LED112,LED100,LED88,LED76,LED64,LED52,LED40,LED28,LED16,LED4,LED135,LED123","148","WS2812B-2020","","","","TransmiLib:LED-SMD_4P-L2.0-W2.0-TL_WS2812B-2020","https://lcsc.com/product-detail/Light-Emitting-Diodes-LED_Worldsemi-WS2812B-2020_C965555.html"
